Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B15003001,ACS18_5yr_B15003002,ACS18_5yr_B15003003,ACS18_5yr_B15003004,ACS18_5yr_B15003005,ACS18_5yr_B15003006,ACS18_5yr_B15003007,ACS18_5yr_B15003008,ACS18_5yr_B15003009,ACS18_5yr_B15003010,ACS18_5yr_B15003011,ACS18_5yr_B15003012,ACS18_5yr_B15003013,ACS18_5yr_B15003014,ACS18_5yr_B15003015,ACS18_5yr_B15003016,ACS18_5yr_B15003017,ACS18_5yr_B15003018,ACS18_5yr_B15003019,ACS18_5yr_B15003020,ACS18_5yr_B15003021,ACS18_5yr_B15003022,ACS18_5yr_B15003023,ACS18_5yr_B15003024,ACS18_5yr_B15003025,ACS18_5yr_B15003001s,ACS18_5yr_B15003002s,ACS18_5yr_B15003003s,ACS18_5yr_B15003004s,ACS18_5yr_B15003005s,ACS18_5yr_B15003006s,ACS18_5yr_B15003007s,ACS18_5yr_B15003008s,ACS18_5yr_B15003009s,ACS18_5yr_B15003010s,ACS18_5yr_B15003011s,ACS18_5yr_B15003012s,ACS18_5yr_B15003013s,ACS18_5yr_B15003014s,ACS18_5yr_B15003015s,ACS18_5yr_B15003016s,ACS18_5yr_B15003017s,ACS18_5yr_B15003018s,ACS18_5yr_B15003019s,ACS18_5yr_B15003020s,ACS18_5yr_B15003021s,ACS18_5yr_B15003022s,ACS18_5yr_B15003023s,ACS18_5yr_B15003024s,ACS18_5yr_B15003025s
"38089","05000US38089","Stark County","Stark County, North Dakota","nd","050","00","ACSSF","0000057",,,,,"38","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20068,136,0,0,0,5,0,0,4,54,19,478,172,269,209,300,5696,924,1173,3624,2410,3331,851,227,186,90.90909,38.18182,12.12121,12.12121,12.12121,6.060606,12.12121,12.12121,3.030303,25.45455,13.33333,63.63636,56.36364,98.18182,53.93939,71.51515,264.2424,113.3333,112.7273,261.8182,206.6667,211.5152,113.3333,73.93939,56.9697
"38091","05000US38091","Steele County","Steele County, North Dakota","nd","050","00","ACSSF","0000058",,,,,"38","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,0,0,0,0,0,0,0,3,0,0,27,0,5,14,2,382,24,125,253,174,336,30,10,7,27.87879,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,3.636364,5.454545,5.454545,10.30303,5.454545,3.636364,7.272727,1.818182,35.15152,9.69697,21.21212,29.09091,24.84848,36.36364,11.51515,6.666667,4.242424
"38093","05000US38093","Stutsman County","Stutsman County, North Dakota","nd","050","00","ACSSF","0000059",,,,,"38","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14488,37,2,13,0,5,0,1,3,22,29,395,223,144,165,253,4407,610,1081,2283,1406,2649,561,129,70,82.42424,18.18182,4.242424,12.12121,10.30303,4.242424,10.30303,1.212121,2.424242,15.15152,13.93939,62.42424,67.27273,39.39394,41.21212,58.18182,254.5455,89.09091,124.2424,164.8485,132.7273,153.9394,63.0303,38.78788,27.27273
"38095","05000US38095","Towner County","Towner County, North Dakota","nd","050","00","ACSSF","0000060",,,,,"38","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1,0,0,0,0,0,0,0,0,3,33,0,12,59,24,479,52,102,338,247,240,49,3,8,49.69697,1.212121,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,4.242424,14.54545,5.454545,4.848485,21.21212,7.878788,41.81818,16.9697,22.42424,37.57576,31.51515,31.51515,15.75758,3.030303,7.272727
"38097","05000US38097","Traill County","Traill County, North Dakota","nd","050","00","ACSSF","0000061",,,,,"38","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,12,0,0,0,0,0,3,0,8,2,141,60,73,72,25,1264,118,386,993,804,1070,325,21,33,33.93939,6.060606,7.878788,7.878788,7.878788,7.878788,7.878788,2.424242,7.878788,5.454545,3.030303,25.45455,18.78788,19.39394,18.78788,7.878788,69.69697,18.18182,33.33333,63.0303,56.9697,69.69697,37.57576,7.878788,7.878788
"38099","05000US38099","Walsh County","Walsh County, North Dakota","nd","050","00","ACSSF","0000062",,,,,"38","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7653,125,0,0,4,0,3,2,18,30,9,300,158,129,154,149,2214,381,512,1144,1036,987,193,89,16,29.69697,33.93939,9.090909,9.090909,3.636364,9.090909,2.424242,2.424242,9.090909,20.60606,4.242424,42.42424,30.90909,35.15152,33.33333,35.75758,104.8485,53.33333,61.81818,82.42424,72.72727,72.72727,30.90909,20,7.878788
"38101","05000US38101","Ward County","Ward County, North Dakota","nd","050","00","ACSSF","0000063",,,,,"38","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43300,361,0,4,0,0,0,0,24,26,92,744,307,461,363,472,11673,1786,2902,6956,4883,9138,2200,659,249,126.6667,82.42424,13.33333,3.636364,13.33333,13.33333,13.33333,13.33333,18.18182,22.42424,58.78788,131.5152,82.42424,102.4242,89.09091,87.87878,377.5757,154.5455,190.9091,358.1818,332.1212,315.1515,153.9394,126.0606,69.09091
"38103","05000US38103","Wells County","Wells County, North Dakota","nd","050","00","ACSSF","0000064",,,,,"38","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,14,0,0,0,0,0,0,0,0,2,264,25,49,48,48,892,133,144,407,309,532,102,5,23,38.78788,8.484848,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,5.454545,1.818182,32.12121,11.51515,15.15152,16.36364,17.57576,64.24242,24.84848,23.63636,38.78788,38.18182,52.12121,23.0303,4.242424,10.90909
"38105","05000US38105","Williams County","Williams County, North Dakota","nd","050","00","ACSSF","0000065",,,,,"38","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21702,203,0,0,0,0,0,3,4,7,65,271,158,332,416,257,4747,989,1850,4190,2820,4377,725,213,75,134.5455,68.48485,12.12121,12.12121,12.12121,12.12121,12.12121,4.242424,4.242424,4.242424,42.42424,52.72727,76.9697,84.84849,100,70.30303,290.9091,136.9697,204.2424,366.6667,252.7273,347.2727,121.2121,65.45454,32.12121
"39001","05000US39001","Adams County","Adams County, Ohio","oh","050","00","ACSSF","0000013",,,,,"39","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18922,272,0,0,0,3,16,45,16,72,108,845,655,776,736,398,7268,990,1144,1818,1323,1589,587,216,45,75.15151,65.45454,12.72727,12.72727,12.72727,4.242424,12.12121,41.21212,11.51515,35.15152,50.90909,130.9091,112.1212,110.9091,152.1212,77.57576,276.9697,108.4848,121.2121,158.7879,120.6061,187.8788,101.8182,70.30303,23.0303
"39003","05000US39003","Allen County","Allen County, Ohio","oh","050","00","ACSSF","0000014",,,,,"39","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69189,581,5,0,0,3,16,6,46,38,92,594,855,1393,2334,1229,23310,3343,4769,9617,8611,7231,3657,930,529,90.90909,69.09091,4.848485,16.36364,16.36364,3.636364,17.57576,5.454545,27.27273,15.75758,27.27273,101.8182,106.6667,153.3333,199.3939,155.7576,450.303,227.8788,225.4545,335.7576,380.606,292.1212,200,125.4545,90.90909
"39005","05000US39005","Ashland County","Ashland County, Ohio","oh","050","00","ACSSF","0000015",,,,,"39","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35419,415,0,0,0,3,54,0,7,2,39,805,395,712,944,657,13318,1830,2506,3625,2639,4719,2096,325,328,68.48485,81.21212,16.36364,16.36364,16.36364,3.636364,33.93939,16.36364,4.242424,1.818182,23.0303,165.4545,70.30303,118.7879,101.8182,73.33334,323.0303,204.2424,173.3333,221.2121,191.5152,224.8485,176.9697,62.42424,79.39394
"39007","05000US39007","Ashtabula County","Ashtabula County, Ohio","oh","050","00","ACSSF","0000016",,,,,"39","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68500,631,0,8,0,42,55,68,88,186,187,1928,832,2057,2046,1480,26625,3809,4639,8811,5342,6324,2674,405,263,104.2424,91.51515,16.36364,7.878788,16.36364,27.27273,36.36364,32.72727,43.63636,69.09091,44.24242,233.3333,89.09091,184.8485,183.6364,157.5758,466.6667,217.5758,264.8485,354.5454,277.5757,266.6667,169.0909,67.87878,48.48485
"39009","05000US39009","Athens County","Athens County, Ohio","oh","050","00","ACSSF","0000017",,,,,"39","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36640,333,0,0,0,1,2,14,44,29,101,345,369,721,1327,541,11518,1255,1845,4258,3045,4962,3826,445,1659,76.9697,61.21212,16.36364,16.36364,16.36364,2.424242,1.818182,12.72727,24.24242,16.9697,35.15152,60,69.09091,102.4242,151.5152,99.39394,325.4546,126.6667,187.8788,274.5454,208.4848,247.8788,209.0909,72.12122,144.8485
"39011","05000US39011","Auglaize County","Auglaize County, Ohio","oh","050","00","ACSSF","0000018",,,,,"39","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30920,141,0,1,0,1,27,8,20,22,45,175,263,533,450,424,12521,992,2242,3772,3441,3693,1776,222,151,60.60606,34.54546,14.54545,1.818182,14.54545,2.424242,18.78788,6.666667,15.75758,12.72727,21.81818,57.57576,60.60606,73.93939,80,67.87878,320,104.8485,151.5152,255.7576,195.7576,180,126.6667,42.42424,38.18182
"39013","05000US39013","Belmont County","Belmont County, Ohio","oh","050","00","ACSSF","0000019",,,,,"39","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50533,404,0,0,0,0,0,24,19,49,72,530,544,782,1613,795,19723,1865,3560,6775,5586,5221,2431,301,239,84.24242,79.39394,16.36364,16.36364,16.36364,16.36364,16.36364,18.78788,10.30303,22.42424,27.87879,94.54546,80,81.21212,164.2424,110.303,426.0606,145.4545,244.2424,299.394,267.8788,256.3636,174.5455,55.75758,58.78788
"39015","05000US39015","Brown County","Brown County, Ohio","oh","050","00","ACSSF","0000020",,,,,"39","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30285,179,49,17,6,0,9,23,8,95,53,554,607,907,810,497,12157,1796,2055,3690,2468,2898,1191,109,107,40,45.45454,27.27273,13.33333,5.454545,14.54545,9.090909,18.18182,7.272727,24.84848,26.66667,78.78788,92.72727,109.0909,139.3939,86.06061,343.0303,164.8485,187.2727,240,178.1818,249.697,158.7879,34.54546,38.78788
"39017","05000US39017","Butler County","Butler County, Ohio","oh","050","00","ACSSF","0000021",,,,,"39","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241596,1678,11,14,56,167,187,162,262,613,1035,2544,2849,4333,5125,4295,69334,9864,14576,33389,19080,45804,19997,2824,3397,48.48485,172.1212,10.90909,11.51515,27.27273,80.60606,60,49.69697,81.81818,138.1818,178.7879,207.2727,170.9091,339.394,306.0606,285.4546,963.0303,416.3636,500,704.8485,591.5151,707.2727,625.4545,194.5455,220
"39019","05000US39019","Carroll County","Carroll County, Ohio","oh","050","00","ACSSF","0000022",,,,,"39","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19738,128,0,0,0,0,0,8,2,23,74,457,209,394,552,386,8597,861,1432,2358,1580,1625,794,115,143,91.51515,30.30303,12.72727,12.72727,12.72727,12.72727,12.72727,7.878788,1.818182,19.39394,33.33333,82.42424,56.36364,66.66666,95.75758,90.30303,300,96.36364,136.9697,203.0303,145.4545,147.2727,112.7273,41.81818,44.84848
"39021","05000US39021","Champaign County","Champaign County, Ohio","oh","050","00","ACSSF","0000023",,,,,"39","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26759,175,0,0,0,12,0,0,0,12,83,363,236,604,627,389,11038,1682,2208,3168,2172,2603,1197,128,62,60.60606,43.63636,14.54545,14.54545,14.54545,11.51515,14.54545,14.54545,14.54545,10.30303,27.27273,67.87878,44.24242,86.06061,89.69697,61.21212,284.8485,154.5455,172.1212,240,172.1212,183.0303,118.7879,40,30.90909
"39023","05000US39023","Clark County","Clark County, Ohio","oh","050","00","ACSSF","0000024",,,,,"39","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92344,854,0,0,22,24,87,71,39,342,296,1063,1438,2326,3227,1762,28669,5276,8316,12777,8560,10517,5205,913,560,75.15151,123.0303,16.36364,16.36364,18.18182,17.57576,32.72727,32.12121,23.0303,81.21212,72.72727,114.5455,118.7879,172.7273,201.2121,127.2727,524.8485,204.2424,270.9091,384.8485,346.6667,344.2424,224.2424,106.0606,69.69697
"39025","05000US39025","Clermont County","Clermont County, Ohio","oh","050","00","ACSSF","0000025",,,,,"39","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139175,1389,8,28,0,103,48,42,22,99,582,1687,1990,2703,2652,2288,39191,6793,9213,18289,13090,25491,10920,1550,997,101.8182,176.9697,7.878788,16.9697,16.36364,68.48485,26.66667,24.24242,18.78788,30.90909,100.6061,167.8788,192.1212,203.6364,191.5152,169.697,738.1818,360,381.8182,636.3636,461.8182,547.8788,382.4243,155.7576,118.1818
"39027","05000US39027","Clinton County","Clinton County, Ohio","oh","050","00","ACSSF","0000026",,,,,"39","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28099,300,0,0,0,9,40,0,14,71,54,400,369,751,733,495,9660,1486,2118,3968,2387,3502,1322,205,215,52.12121,63.0303,14.54545,14.54545,14.54545,11.51515,24.84848,14.54545,9.090909,28.48485,24.24242,80.60606,74.54546,95.15151,93.93939,67.87878,285.4546,145.4545,176.9697,245.4545,177.5758,226.0606,134.5455,55.15152,52.12121
"39029","05000US39029","Columbiana County","Columbiana County, Ohio","oh","050","00","ACSSF","0000027",,,,,"39","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74532,680,34,12,11,7,100,0,65,95,216,844,962,2051,2385,1614,29470,4119,4946,8949,6916,7410,2982,407,257,59.39394,109.697,29.09091,8.484848,12.72727,5.454545,49.69697,16.36364,33.93939,44.84848,55.15152,117.5758,124.8485,167.2727,200,141.8182,541.8182,240.6061,292.7273,309.697,310.303,340.606,198.1818,76.9697,67.87878
"39031","05000US39031","Coshocton County","Coshocton County, Ohio","oh","050","00","ACSSF","0000028",,,,,"39","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25256,150,0,0,0,0,0,10,0,0,33,1420,391,675,823,477,11110,1119,1483,2417,1999,2225,829,63,32,46.06061,44.24242,14.54545,14.54545,14.54545,14.54545,14.54545,10.30303,14.54545,14.54545,13.33333,159.3939,75.75758,126.6667,109.0909,76.36364,278.1818,118.1818,106.0606,173.3333,155.7576,187.2727,96.36364,32.72727,19.39394
"39033","05000US39033","Crawford County","Crawford County, Ohio","oh","050","00","ACSSF","0000029",,,,,"39","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29546,161,0,0,0,1,0,10,0,64,100,330,390,685,626,505,11817,1701,2148,3658,2974,2820,1321,125,110,67.87878,41.21212,14.54545,14.54545,14.54545,1.818182,14.54545,11.51515,14.54545,22.42424,29.09091,58.18182,60,80.60606,87.87878,64.24242,335.1515,161.8182,181.2121,219.3939,204.8485,192.7273,123.6364,32.72727,42.42424
"39035","05000US39035","Cuyahoga County","Cuyahoga County, Ohio","oh","050","00","ACSSF","0000030",,,,,"39","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875537,9234,146,115,221,410,737,831,1348,2664,2573,7117,9383,17540,25315,15630,212201,32963,60666,130343,66841,163403,77417,25686,12753,47.87879,384.8485,50.90909,35.75758,66.06061,103.0303,105.4545,124.2424,143.0303,208.4848,221.8182,316.3636,360,533.3333,725.4545,486.6667,1665.455,781.8182,972.1212,1395.758,929.697,1130.909,1056.97,592.1212,383.0303
"39037","05000US39037","Darke County","Darke County, Ohio","oh","050","00","ACSSF","0000031",,,,,"39","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35339,256,0,1,0,0,4,31,1,21,68,455,351,716,648,742,15485,1687,2451,4082,3155,3405,1443,226,111,43.63636,66.06061,16.36364,1.818182,16.36364,16.36364,3.636364,26.66667,1.818182,10.90909,21.81818,86.66666,47.27273,89.69697,67.27273,95.15151,290.9091,155.1515,175.7576,238.1818,200,196.3636,119.3939,56.36364,35.75758
"39039","05000US39039","Defiance County","Defiance County, Ohio","oh","050","00","ACSSF","0000032",,,,,"39","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25899,133,0,0,0,23,5,21,96,72,44,228,220,495,472,263,10391,997,2175,3323,2621,2854,1170,203,93,87.27273,34.54546,14.54545,14.54545,14.54545,17.57576,4.848485,13.93939,50.90909,24.24242,18.78788,44.24242,46.66667,88.48485,78.18182,60.60606,316.9697,110.303,168.4848,203.0303,173.3333,159.3939,140,46.06061,33.33333
"39041","05000US39041","Delaware County","Delaware County, Ohio","oh","050","00","ACSSF","0000033",,,,,"39","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128544,498,12,5,0,0,0,18,32,135,49,261,525,716,886,1085,22110,2112,6999,14868,8366,44156,19191,4187,2333,82.42424,127.8788,11.51515,5.454545,16.36364,16.36364,16.36364,13.33333,21.81818,55.15152,24.84848,60,110.303,110.303,144.2424,130.9091,601.8182,190.303,293.3333,384.8485,420,796.3636,526.6667,227.2727,198.7879
"39043","05000US39043","Erie County","Erie County, Ohio","oh","050","00","ACSSF","0000034",,,,,"39","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53613,312,0,0,58,4,58,0,30,74,122,505,338,892,976,962,18417,1850,3839,7429,5553,7658,3193,896,447,141.2121,75.15151,16.36364,16.36364,33.33333,3.636364,38.78788,16.36364,16.36364,34.54546,47.27273,108.4848,78.18182,138.1818,134.5455,134.5455,409.0909,169.0909,255.1515,305.4546,224.2424,324.8485,203.6364,96.36364,92.12122
"39045","05000US39045","Fairfield County","Fairfield County, Ohio","oh","050","00","ACSSF","0000035",,,,,"39","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102943,752,11,9,1,12,135,16,55,152,152,633,630,1621,2001,1692,31467,3166,8354,13865,10219,18309,7763,1163,765,105.4545,161.2121,10.30303,7.878788,2.424242,8.484848,60,12.12121,30.30303,58.78788,50.30303,109.0909,106.6667,166.6667,171.5152,164.8485,685.4545,209.0909,368.4849,463.6364,433.3333,509.697,342.4243,140.6061,110.9091
"39047","05000US39047","Fayette County","Fayette County, Ohio","oh","050","00","ACSSF","0000036",,,,,"39","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19555,144,3,0,0,0,30,8,8,51,41,284,282,631,837,394,8241,997,1290,1919,1241,2220,753,113,68,50.30303,28.48485,2.424242,12.72727,12.72727,12.72727,25.45455,7.272727,7.272727,29.09091,17.57576,65.45454,55.15152,86.66666,106.6667,75.15151,266.0606,109.0909,99.39394,175.7576,123.6364,171.5152,113.9394,32.72727,25.45455
"39049","05000US39049","Franklin County","Franklin County, Ohio","oh","050","00","ACSSF","0000037",,,,,"39","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848603,10338,183,134,185,520,1222,981,854,2912,1717,5696,8956,14396,16348,12263,184276,26106,49411,119742,59026,210562,86360,21526,14889,7.878788,575.7576,87.87878,58.18182,66.66666,133.9394,201.8182,157.5758,159.3939,298.1818,226.0606,338.1818,452.1212,640,543.6364,492.7273,1987.879,615.7576,957.5757,1673.939,1086.061,1992.727,1184.849,570.303,484.2424
"39051","05000US39051","Fulton County","Fulton County, Ohio","oh","050","00","ACSSF","0000038",,,,,"39","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28607,182,3,0,0,37,54,11,4,135,59,194,244,525,559,520,10907,935,2266,3971,3090,3359,1217,272,63,65.45454,36.36364,3.030303,14.54545,14.54545,21.81818,31.51515,9.69697,3.030303,55.75758,26.06061,41.21212,53.33333,76.36364,92.12122,64.24242,275.7576,97.57576,173.9394,233.3333,198.7879,207.8788,120,73.33334,23.0303
"39053","05000US39053","Gallia County","Gallia County, Ohio","oh","050","00","ACSSF","0000039",,,,,"39","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20722,182,0,16,65,8,11,56,19,78,130,615,552,638,993,406,7412,1015,1194,2165,1994,2018,951,107,97,95.75758,43.63636,14.54545,9.69697,47.27273,10.30303,11.51515,33.93939,13.93939,38.18182,39.39394,113.3333,107.2727,108.4848,160,66.06061,298.1818,157.5758,127.8788,155.7576,179.3939,221.2121,119.3939,43.0303,33.33333
"39055","05000US39055","Geauga County","Geauga County, Ohio","oh","050","00","ACSSF","0000040",,,,,"39","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64100,392,9,10,0,0,0,54,20,24,87,3170,290,577,870,574,14862,1223,4606,8015,4865,15763,6211,1679,799,53.33333,67.27273,7.878788,9.090909,16.36364,16.36364,16.36364,27.87879,14.54545,10.30303,33.33333,208.4848,83.63636,81.81818,129.0909,95.15151,420.606,131.5152,292.7273,356.9697,295.1515,443.6364,274.5454,204.2424,123.0303
"39057","05000US39057","Greene County","Greene County, Ohio","oh","050","00","ACSSF","0000041",,,,,"39","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111225,729,0,0,0,14,48,12,64,213,354,1096,830,1203,1474,1354,23677,3464,8066,15398,9859,22689,15230,2638,2813,35.15152,89.69697,16.36364,16.36364,16.36364,12.72727,25.45455,7.878788,38.78788,60,92.12122,144.2424,122.4242,124.2424,172.1212,152.1212,570.303,249.0909,391.5151,526.6667,347.2727,581.8182,486.0606,235.1515,200
"39059","05000US39059","Guernsey County","Guernsey County, Ohio","oh","050","00","ACSSF","0000042",,,,,"39","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27388,254,0,0,7,0,0,30,0,33,12,500,503,770,1075,681,11029,1042,1801,3225,2549,2407,1160,248,62,32.72727,57.57576,14.54545,14.54545,6.060606,14.54545,14.54545,23.63636,14.54545,15.15152,7.878788,107.8788,85.45454,99.39394,137.5758,106.0606,304.8485,107.8788,116.9697,230.303,171.5152,165.4545,141.2121,58.78788,23.63636
"39061","05000US39061","Hamilton County","Hamilton County, Ohio","oh","050","00","ACSSF","0000043",,,,,"39","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547348,5072,69,19,144,291,453,416,621,1628,1118,3998,6359,10405,11022,7695,126288,18165,31955,72209,46199,122937,56217,14345,9723,63.0303,398.1818,32.12121,11.51515,60,92.12122,116.3636,78.78788,147.2727,212.7273,129.0909,252.1212,390.303,515.7576,460.606,312.1212,1663.03,539.3939,661.8182,1107.879,988.4849,1436.364,952.1212,546.0606,455.7576
"39063","05000US39063","Hancock County","Hancock County, Ohio","oh","050","00","ACSSF","0000044",,,,,"39","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51617,356,2,17,0,1,27,0,32,61,56,212,440,733,1270,792,17059,1637,2964,7159,5034,8629,4122,614,400,70.30303,84.24242,2.424242,16.9697,16.36364,1.818182,24.84848,16.36364,25.45455,37.57576,24.84848,52.72727,99.39394,123.6364,175.7576,127.8788,496.9697,182.4242,224.2424,376.3636,338.1818,354.5454,281.2121,107.2727,90.30303
"39065","05000US39065","Hardin County","Hardin County, Ohio","oh","050","00","ACSSF","0000045",,,,,"39","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19169,145,0,0,0,0,13,8,30,31,48,334,233,473,408,299,8370,913,1148,1959,1582,1889,1068,126,92,48.48485,38.78788,14.54545,14.54545,14.54545,14.54545,10.30303,7.272727,26.06061,24.24242,18.18182,81.21212,55.75758,97.57576,66.06061,62.42424,268.4849,86.06061,121.8182,139.3939,107.2727,163.0303,105.4545,30.90909,33.93939
"39067","05000US39067","Harrison County","Harrison County, Ohio","oh","050","00","ACSSF","0000046",,,,,"39","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11015,125,0,0,0,0,30,0,7,35,102,264,144,283,410,168,4931,380,620,1271,1134,692,272,83,64,46.06061,38.78788,10.90909,10.90909,10.90909,10.90909,12.72727,10.90909,7.272727,15.75758,41.81818,66.06061,41.21212,45.45454,66.66666,40.60606,175.1515,47.87879,63.0303,101.8182,94.54546,69.69697,46.66667,24.24242,26.06061
"39069","05000US39069","Henry County","Henry County, Ohio","oh","050","00","ACSSF","0000047",,,,,"39","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18764,70,0,0,2,4,20,16,0,32,30,111,189,270,356,202,7539,570,1315,2548,2108,2170,992,97,123,46.66667,25.45455,12.72727,12.72727,2.424242,4.242424,18.78788,10.30303,12.72727,17.57576,20.60606,35.15152,52.12121,41.21212,53.93939,41.81818,246.6667,69.09091,127.2727,158.1818,128.4848,180,95.75758,29.09091,32.12121
"39071","05000US39071","Highland County","Highland County, Ohio","oh","050","00","ACSSF","0000048",,,,,"39","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29286,398,0,0,0,17,0,8,44,176,142,574,453,949,1247,623,11410,1875,2350,2853,2484,2031,1217,281,154,100,82.42424,14.54545,14.54545,14.54545,15.75758,14.54545,7.878788,30.30303,83.63636,51.51515,107.2727,89.09091,119.3939,154.5455,113.3333,349.697,180,161.2121,214.5455,180.6061,140.6061,144.8485,80.60606,45.45454
"39073","05000US39073","Hocking County","Hocking County, Ohio","oh","050","00","ACSSF","0000049",,,,,"39","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20023,144,0,0,8,2,9,9,7,9,58,140,269,514,596,298,8170,796,1603,2352,2078,2011,732,151,67,101.2121,43.0303,12.72727,12.72727,8.484848,3.030303,9.69697,9.090909,9.69697,9.090909,31.51515,41.21212,52.12121,78.78788,73.93939,58.78788,241.8182,112.7273,161.2121,155.1515,136.3636,146.6667,93.33334,42.42424,41.21212
